T,sx,sy,sz
0.01000000000000000020816681711721685132943093776702880859375,-4.260191839997086215720737841463230401942310138135283428573764824891375358382518e-18,-4.821248685552301276624742403009830466643293278967577642204616099120580448915132e-18,0.9919741927374533783520776108634120265690779886888822867263303079758182201378574
0.01123324032978027624263273054339151713065803050994873046875,-4.402638802298074156573493607999522705523329831224383662269742345345308062643408e-18,-5.211708995562555145872780055547737078429547595720047338417061172168903090879423e-18,0.9909808099726259685298246719687730908310300844069498493568717906671279520981901
0.012618568830660203961002707728766836225986480712890625,-4.551899534235119987290135225499858804329671156016559363531437893222902762270239e-18,-5.621458737797185872237799218355036814882702136211775230693813184487327237883411e-18,0.9898639647359483959916256999551730656165517176769793295170645562065385895788142
0.0141747416292680554483762733752882922999560832977294921875,-4.704450093334994793547310869734825746787231361927994099274872595218192319421188e-18,-6.04985850495259793102649776565719401887904732913179088641046944947943748124616e-18,0.9886081770473432273019284039909986249313493593751862113946434754530654954223775
0.0159228279334109219800286183499338221736252307891845703125,-4.86112881604918493701833186054622016202877460940089537599872872103595143016611e-18,-6.506261796571813714476607483645881884525129058581932353778760703258365265678739e-18,0.9871959895636774229865612418434213585243834620445220516072078048465912997625798
0.017886495290574351557655319311379571445286273956298828125,-5.026894575505932587460891039697427201017442370751205462383525266847501025516263e-18,-7.008516817069282657914034495439719807320307611471848830542658593540706066975842e-18,0.9856077050680361362814976881671776399344783388298557008793717853434977953724285
0.0200923300256504698546589082752689137123525142669677734375,-5.209229720296452241280994257377463264489960812827255654068175391834227534545146e-18,-7.578522424489531174971980985056922871881720787682424497108630537435766404066271e-18,0.9838210863638232082745345609467789078008586418259506388094529791788283077699452
0.022570197196339202017068004124666913412511348724365234375,-5.41585544496587823254172628809724721775691605671306810708153197788135603897839e-18,-8.236423525990295326404374438085931711070890641001687898024520710597986149798387e-18,0.9818110124192890213332049084966224581759181527655185180619284289539531006957496
0.0253536449397011136308588419296938809566199779510498046875,-5.652706064558360309032592465033547505016463244065897114015883463317257142810234e-18,-8.995678306970371719731096621977806703460104978790545738271416837296834767992046e-18,0.9795490833821363573284830424603331142760751619160741377208267622398249812693953
0.028480358684358018928062250552102341316640377044677734375,-5.922950568808751758362194180233335697696329433336718306623259092967038826634474e-18,-9.860843134707843732237785170719651784266432228548107126127854385146341250444603e-18,0.9770031655509246499785008078538777778702928413920080969949120035559455930713351
0.031992671377973826152274483547444106079638004302978515625,-6.22730791068436141859614932631145390167475037193908740982161951832531310294365e-18,-1.082861647360783055848075451253538609918667859244019297816391525481595972754924e-17,0.9741368654548220572707025928233939354406165536591282197073975802387278776135511
0.03593813663804627800413271643265034072101116180419921875,-6.565262972310979784241370909745802222191499543729204149416743295108265467820516e-18,-1.189112886511453587383394156069817340988184834876302812979762866808174168513313e-17,0.970908919724089277154149516769474341927376991731229203628883699477785236083305
0.0403701725859655358163990968023426830768585205078125,-6.936418514467170266772871348713499003413584444353960430547720655308942714404857e-18,-1.303952410418830185080223772724954087484933056998193829384396031647046756216785e-17,0.9672724842467825681522096212991329345900003293192969931400726291242383531606134
0.045348785081285820919294593522863578982651233673095703125,-7.341314838559982186046444397113059067281147061761510199450920022875892701708567e-18,-1.426604887958808495657767053673793299910965132166399979630857156980472598054706e-17,0.963174301941440041325142131090222806616293751803386980859046763930276534431479
0.050941380148163774299607808870860026217997074127197265625,-7.781497836509576706220442046057886787931989027284199234068105095637022552442201e-18,-1.556395098252353939639589749755841877689542462321627983410638091971213697241333e-17,0.9585537229536529134283378608867298263841386494274526634793166479276140459469035
0.057223676593502172116334492102396325208246707916259765625,-8.259077713506334456446322505120351755035294592144095934869918028864566290410315e-18,-1.692573897959776954342510024070671453740906910234826589830960490491050976508003e-17,0.9533415436500259561782496642396253715643397170171068830695333367553015227189412
0.064280731172843219578538764835684560239315032958984375,-8.776203863366554991182073990286204070129962923092751408401353470444746125313199e-18,-1.834105654639549069107162396006569145301389467518996119858132708787625285417302e-17,0.9474586205968648174214345155773109283310038550564706287647090038218100279823234
0.07220809018385464239653259710394195280969142913818359375,-9.33475376508143855415432526356504420542646430503883889700577125407665745079353e-18,-1.979534044161139587853208774099094439765750355187838927099207326105847565263024e-17,0.9408142014753735310786203215505523940155152254516396581053186495119513792268396
0.0811130830789687229387396882884786464273929595947265625,-9.936283788314578984519325419297232056860697247022278519777642174006874494159838e-18,-2.126984413680068971209251185142382804260638379680502073098960863174163005207813e-17,0.9333038945641692187019019123914112542125041415278396161444840910927196909513017
0.0911162756115489191888201503388700075447559356689453125,-1.058211620145273763439289630017513463137666447975222308065664569155095629331467e-17,-2.274297098975298948685771966643104336688746808345769453317059051971578426224182e-17,0.9248071690536757039439148869485538763343362208652915444749732928432951776128576
0.10235310218990260888727306110013159923255443572998046875,-1.127339785296802935478866602231756125364423323580743829320540951809064188562216e-17,-2.419245718666198103847178182904509271145884775571889634730448346623612358973036e-17,0.9151842380558228138338590245744018214851502934211039141620758820743621863203893
0.11497569953977355983187891297347960062325000762939453125,-1.201100510611428364697197041581600167154467369302435049220671104809392426907654e-17,-2.559781422153356242934613989467421883369029412482785199477368416160725106806298e-17,0.9042721368654708625030601916640613996659154883291798939591221590433343547914315
0.129154966501488388530560769140720367431640625,-1.2795223573207810882892316874967029469227438976889811130766393415627361539256e-17,-2.694248926403210751723345283243012180992305455145874971264637785255620602701708e-17,0.8918798440446799970654053668453172437556900865933138184502089070296229779763729
