T,sx,sy,sz
0.01000000000000000020816681711721685132943093776702880859375,0.1181042307155392439826078325366793051051205199780443766829152236832585982121117,-3.27600489461300789173147604904907963754569906446581898355924199900001329851708e-17,0.9838071583082090013728300015978506075284809288034138848804095237479869436824429
0.01123324032978027624263273054339151713065803050994873046875,0.1177099417547273081354314476713542322782958207652187615117131338447370335225426,-3.238935633579654078340565984013077484504340919599812561499899646894460040972209e-17,0.9827172594971683276841472197454060659438663602944529608530571513286953117101633
0.012618568830660203961002707728766836225986480712890625,0.1172676528577266042585084418934396317127926137424545166030640968327817557984388,-3.213397865379087954347473683944647231622559417941186322605069936123303950999443e-17,0.9814919356712832007576231025873628535349233962297920977119788095932692369117228
0.0141747416292680554483762733752882922999560832977294921875,0.1167716135181705853687949353503432829085293193290341457573585826490594636192776,-3.201911506562459484612212600739839136615020038242504405024570660627650235057892e-17,0.980114220536811898458224001210638956257894452623543448929651068740620949780209
0.0159228279334109219800286183499338221736252307891845703125,0.116215411590988881018586187659546914216867484912531618963835936421714470317238,-3.205783160203882231995770373383144685176184559652737884228578531582992929369972e-17,0.9785649862781389366613528987282911997881888620821119324507116514137890121551062
0.017886495290574351557655319311379571445286273956298828125,0.1155919039590965546354319157458997778599870330734865134967705379746904306374282,-3.220922451896211031052611291056484378946911970210358927517149891493064193732337e-17,0.9768226590231488433592722931807586219162734798278385811231065199322560199085563
0.0200923300256504698546589082752689137123525142669677734375,0.1148931439245008830443399147813546193221404433905935335297447372682474013174803,-3.242356583681831150478005819897720270483846817321630583376514286715838000343806e-17,0.9748628945981614544684723094515209441371709583722777190390472246437140050174389
0.022570197196339202017068004124666913412511348724365234375,0.1141103045248349334966536716427560978232693293525495856248956086089497182427049,-3.280071110500535194136625919168024960496956944938965489776319757212345818343707e-17,0.972658208515058144691627601202699056177780179086683614494794653290495176501606
0.0253536449397011136308588419296938809566199779510498046875,0.1132335990198540152870340530147951362696503315547032237686511937248367267355524,-3.262852730888809687487632109549174108334033933160877160286727647889478262786739e-17,0.9701775531122942508151395659574209222544602673645949136698011825579966673150023
0.028480358684358018928062250552102341316640377044677734375,0.1122522005918710501906817218974589516377730105978755004662388397086175840450004,-3.228935128351974516281609167528265901535538631482727972979997954163678015400786e-17,0.9673858335711549491267208893975191812642051645869395627489972156209199894116987
0.031992671377973826152274483547444106079638004302978515625,0.1111541639335406964033769630940513257152048811037834821182243421558215290520708,-3.298746515756905639727662412021007394021514991971222326207619982683931116615208e-17,0.9642433531238599326552277496707055636541018700059674630621375949839098423166571
0.03593813663804627800413271643265034072101116180419921875,0.1099263528650666458159270394836566549725527934454053305967800822519972605350008,-3.231516665858157495840179940844632789790036933968592118913706396774459393345597e-17,0.9607051761390625238627032612532795936444063324914462089579822646051704013643334
0.0403701725859655358163990968023426830768585205078125,0.1085543798835660225972519752681530748664943339680315545607262321563540615229296,-3.132981829509806319020899864681513951327642214791879295593705259267297196575811e-17,0.9567203959001631914384682863906372082796519251555513491471575844858847895054737
0.045348785081285820919294593522863578982651233673095703125,0.1070225662456536819873951172987585295326928893893129187769539381259690591029494,-2.942105177446979182280548066290473349593231645962591980658950241971963700032041e-17,0.9522312917898152679850251585466526555048224217686769529159560701634326197874033
0.050941380148163774299607808870860026217997074127197265625,0.1053139348386508970376503348382833219412568409082563005962220967914390183491623,-3.718925057077319368240749802692296168513162682419324277821883248806692921217949e-17,0.9471723583051638107248183787937849754922917388389367064445224013410015047835463
0.057223676593502172116334492102396325208246707916259765625,0.1034102521619272226230715481917312856803793058948215061144438760172530784393289,-2.928363194564609925281228816334820213267322266672374399065932968895427194543682e-17,0.9414691859650359237532258760537054900860209982975088190773765945261000300221308
0.064280731172843219578538764835684560239315032958984375,0.1012921437554543377556599055778790684129487693697322344215583543524640168493817,-2.89943968159731047122363964466732477185416493828687033847586722614650596976001e-17,0.9350371719575045103486170810445235581273090786786503695114196663521483381504162
0.07220809018385464239653259710394195280969142913818359375,0.09893931487443022742038770298645466277326635383112718729830224210203403263403989,-2.597190054893910333483007823937558420187015016883402331031280462161908126725014e-17,0.9277800367199699429182366618265092183926137693764942654030786069700277520551384
0.0811130830789687229387396882884786464273929595947265625,0.09633092091249214492201655637583419599670681069175564258991356117032984851236178,-3.748936367323333076530120161771480983774485232019020027718117595743442563562364e-17,0.9195881222430046529614135316288774616503512354229072694697055734435136809697394
0.0911162756115489191888201503388700075447559356689453125,0.09344614645068649974842161495351490733452461935565187907487676625299330053392508,-3.735763583537592677039868195615041886187874047056982011701320859892882827614997e-17,0.910336450068803576984400168433891241377800406649516372740264911594247382943348
0.10235310218990260888727306110013159923255443572998046875,0.09026507136421477510671206668781162935416684606464078521478875238470739423104859,-2.309398366791865525854815175109894269890818720683986691499725246812297589274631e-17,0.8998825254478887089858031691450885810140633014246458791158168402998932685300048
0.11497569953977355983187891297347960062325000762939453125,0.08676992844786756164340221768082658368204756790104968632485411551960748135328421,-2.891897377626767982484370501870913999842036983509449280751304742423986630006754e-17,0.8880639036020799810233081160387411948779163241319161002849678852299453217558235
0.129154966501488388530560769140720367431640625,0.08294686024345290794300436195222498263282157245006961944557485064188011442411874,-2.759364006709312401898053886067715819809518109477152853134318552819272373653945e-17,0.8746956379444322504183964757334944805270001105181248345085542872072490245641648
0.1450828778495939774817458101097145117819309234619140625,0.07878832401447444954417533237461457269091474095699714582129515184153976202310545,-3.952672611756745437747704024628534595482399057749554574509846720947996834817385e-17,0.8595680521346254285035927016197241367285381055662845276858938589035025816419594
