T,sxMFGS,syMFGS,szMFGS
0.001,1.439139240575569e-10,1.517829636587079e-10,0.656836144256463
0.001059560179277616,6.189428725342757e-10,6.527859214728515e-10,0.6568323321373093
0.0011226677735108135,2.4444012865918386e-9,2.5780581974936828e-9,0.6568282928646015
0.0011895340673703195,8.907378518079185e-9,9.39442322039148e-9,0.6568240128929453
0.0012603829296797275,3.0084795535473356e-8,3.172979583000003e-8,0.656819477963755
0.0013354515629298987,9.4584035899708e-8,9.975577677888674e-8,0.6568146727417474
0.0014149912974345759,2.7791494091493217e-7,2.9311099432069235e-7,0.6568095811672374
0.0014992684327860455,1.8228653642098166e-19,1.3889041162336537e-19,0.6568041861659499
0.0015885651294280528,2.377646102973054e-18,1.812949769857838e-18,0.6567984696446453
0.0016831803533309566,2.6765456815550838e-17,2.0428108374224837e-17,0.6567924124298621
0.0017834308769319094,2.6221843732817474e-16,2.003749022366734e-16,0.6567859942032447
0.0018896523396912095,2.2533983869317146e-15,1.724545188392951e-15,0.6567791934330115
0.0020022003718155844,1.7113289162044377e-14,1.3121233745996244e-14,0.6567719873012725
0.00212145178491063,1.1566548601724045e-13,8.88822539075997e-14,0.656764351626978
0.002247805833548725,7.003766820045749e-13,5.396279358052944e-13,0.6567562607842221
0.002381685551976158,3.823291833753453e-12,2.9549260879036815e-12,0.6567476876156153
0.0025235391704347657,1.8927230276301625e-11,1.4680747063988524e-11,0.6567386033404328
0.0026738416158399465,8.544761344542694e-11,6.654651729840962e-11,0.656728977457203
0.002833096101839324,3.53635869445321e-10,2.766694433230417e-10,0.6567187776404158
0.003001835813575589,1.3483553275419312e-9,1.060235558616602e-9,0.6567079696309731
0.0031806256927941192,4.7584664758503985e-9,3.76240726751385e-9,0.6566965171200047
0.003370064329271928,1.561164280877122e-8,1.2417826928176536e-8,0.6566843816256365
0.003570785964900463,4.781247900788109e-8,3.827540136371285e-8,0.6566715223622785
0.003783462617131929,1.3722434367833094e-7,1.1060045639291396e-7,0.6566578961019678
0.004008806328898464,0.532700902486598,3.00692873840716e-7,0.6566434570272739
0.0042475715525368985,0.5327384424249879,0.5327017141503352,0.6566281565752413
0.004500557675700498,0.5327495808511107,0.5327257624348866,0.656611943271812
0.004768611697714469,0.5327454353176305,0.5327309539843539,0.6565947625561295
0.00505263106533568,0.5327341674952211,0.5327241793261382,0.6565765565940967
0.0053535666774107244,0.5327171347060188,0.5327097947880667,0.6565572640804835
0.005672426068491977,0.5326957019070566,0.5326917862659374,0.6565368200289551
0.006010276782070382,0.5326723887337109,0.5326684127104934,0.656515155549066
0.006368249944718587,0.532646151631629,0.5326440697067779,0.6564921976096372
0.006747544053110693,0.5326177987357744,0.5326161826022029,0.6564678687874465
0.007149428986597577,0.5325879450274101,0.5325861990620866,0.6564420870003951
0.007575250258771912,0.5325559444244926,0.5325532641795664,0.6564147652241239
0.008026433522257174,0.5325205950988434,0.532519802716278,0.6563858111910124
0.008504489341802677,0.5324836581894491,0.5324828660414731,0.6563551270704202
0.009011018251665018,0.5324447203055318,0.5324442533013352,0.6563226091289563
0.009547716114208056,0.5324027459893318,0.5324022463007182,0.6562881473694354
0.01011637979766207,0.5323593219109628,0.532358394560563,0.6562516251471819
0.010718913192051276,0.5323122513850554,0.5323122483545367,0.6562129187621069
0.01135733358343105,0.5322625790194302,0.5322621393476129,0.6561718970250002
0.012033778407775893,0.5322105345221891,0.5322094443067465,0.6561284207962841
0.012750512407130129,0.5321546234410094,0.5321538205443247,0.656082342495375
0.013509935211980266,0.5320954847964172,0.5320952332783971,0.65603350557866
0.014314589375234785,0.5320332400341885,0.5320323311565487,0.6559817439839358
0.015167168884709226,0.5319667515148868,0.5319659350914163,0.6559268815389998
0.016070528182616384,0.53189634621468,0.531877891899941,0.6558687313319018
0.017027691722258997,0.531822036513134,0.5318210879434827,0.6558070950401653
0.018041864093920727,0.5317429584634947,0.5317422199097515,0.6557417622160813
0.019116440753857027,0.531659300498955,0.5316588087259668,0.6556725095249293
0.020255019392306676,0.5315704309869215,0.5315698433863432,0.6555990999327437
0.021461411978584047,0.5314761738166945,0.5314752260284062,0.6555212818399383
0.022739657523579287,0.5313764267876198,0.5313714290523671,0.6554387881568084
0.02409403560239526,0.5312705001615731,0.5312667513515051,0.6553513353165864
0.025529080682395178,0.5311583162877899,0.5311572562593949,0.6552586222213225
0.027049597304631356,0.531039277469426,0.5310388864487305,0.6551603291154998
0.028660676169482518,0.5309130252388822,0.5309128146450441,0.6550561163817717
0.03036771118035459,0.5307791238158877,0.5307787939143004,0.6549456232527271
0.03217641750250737,0.5306371674855052,0.530636957686462,0.6548284664320005
0.034092850697468126,0.5304865773884545,0.5304864696162432,0.6547042386174435
0.036123426997094324,0.5303267998891176,0.5303267027745514,0.6545725069182773
0.038274944785163134,0.5301573802803136,0.5301572899391144,0.6544328111574239
0.040554607358408296,0.5299776092210645,0.5299776117830024,0.6542846620491013
0.04297004704320842,0.5297869004510136,0.5297868213914331,0.6541275392404041
0.0455293507486695,0.5295845333330987,0.5295845348625743,0.6539608892028314
0.04824108704165371,0.5293697920824693,0.5293697725659985,0.6537841229534613
0.051114334834401684,0.5291419360629342,0.5291419397975587,0.6535966135694512
0.05415871378079473,0.5289000807279858,0.5289000827226491,0.6533976934193705
0.057384416483023955,0.5286433385613294,0.5286433412486301,0.6531866509399724
0.06080224261649424,0.5283708527258575,0.5283708563574653,0.6529627265792243
0.06442363508721373,0.5280815021238506,0.528081508473068,0.6527251071071343
0.06826071834272389,0.5277742100469044,0.5277742235876878,0.6524729167177264
